"","observed","location_details","county","state","season","title","latitude","longitude","date","number","classification","geohash","temperature_high","temperature_mid","temperature_low","dew_point","humidity","cloud_cover","moon_phase","precip_intensity","precip_probability","precip_type","pressure","summary","conditions","uv_index","visibility","wind_bearing","wind_speed","word_count_of_observed"
"902","Well had a possible sighting today in the Shawnee National Forest... Not by me sadly but my wife!  And believe it or not she's not even a believer! Anyways we where driving around from campground to campground tryin to find a spot to set up. Drove to a campground called Camp Cadiz. All camp sites were occupied there so we drove down this old road. It became to muddy to go any further so we decided to turn around. And as I was dodging big potholes filled with water we came around this bend, and she catches out the corner of her eye, she screams ""babe don't hit that"" and Im like ""what !?"" Of course I see nothing there, but she says there was something coming out of the wood line trying to cross the road but rain back in. She says it was black/brownish, upright & extremely large and tall! She says she still doesn't believe bigfoot exists.. but she knows she seen something she can't explain !","It happened on a gravel/dirt road near the campground. [Camp Cadiz]","Hardin County","Illinois","Summer","Report 69321: Possible Sasquatch sighting by camper near Camp Cadiz in Shawnee National Forest",37.44508,-88.36589,"6/13/2021",69321,"Class B","dn9jj0tvms",90.4,80.8,72.2,68.2,67.6,15.7,0.11,0.069,100,"['rain']",1012.4,"Clear conditions throughout the day with early morning rain.","Rain",8,9.5,353.4,10.5,170
"903","I was turkey hunting this spring. It was just breaking daylight and I heard some breaking branches. I was looking the way the branches were being broke and I seen a large figure heading down the draw. I watched it as far as I could and it finally just vanished into the woods. I have hunted these woods for 20 years and never seen anything like it. It was around 7 or 8 feet tall and it looked like it had a hunch back. The light was just wrong but it looked like it was hairy and had long arms.",NA,"Henderson County","Illinois","Spring","Report 23949: Turkey hunter has early morning sighting near Rozetta",40.9452,-90.9009,"5/3/2008",23949,"Class A","9zr2gmzgpd",59.6,51.1,44.3,38.1,63.3,60.9,0.94,0.015,100,"['rain']",1007,"Partly cloudy throughout the day with morning rain.","Rain, Partially cloudy",NA,9.4,276,21,100
"904","I seen a big harry figure standing in the shallow creek. I was in my truck as I approached this creature. I shut my truck off and watched this thing. I then heard a loud deep roar from the other side of the creek. When I looked to where that sound came from I couldnt see anything. I turned back to where I had seen the creature and it was gone.","On a secondary road at a creek crossing.","Henderson County","Illinois","Spring","Report 43619: Motorist has twilight sighting south of Oquawka.",40.9119,-90.928,"5/12/2014",43619,"Class A","9zr2dzu304",86.2,74.6,65.9,66.8,78.7,50.5,0.43,0.679,100,"['rain']",1008.6,"Partly cloudy throughout the day with late afternoon rain.","Rain, Partially cloudy",NA,9.2,192.2,18.9,71
"905","The place where it happened was on Happy Hollow Road. It was some school function I think we were going to, I don't really remember.  On Happy Hollow Road there were two wooden bridges. The second wooden bridge was over a creek and it was on our way coming out. It would have been the first bridge past our house. As we came around the curve our headlights hit the bridge first and as we swung more around the curve then the headlights shown off the edge of the bridge and onto the creek bank. And that is where the creature was standing. It stood out because it was standing in front of the background of the trees and the brush. As the headlights hit it, then is when you seen the movement, then it turned and looked at us. The headlights hit its eyes and it turned away and we saw it walk off.","Three miles south of Gorham along Illinois Rt 3 go west on Happy Hollow Road.","Jackson County","Illinois","Fall","Report 40842: Memory told of a possible sighting along Happy Hollow Road near Gorham.",37.68393,-89.48825,"10/11/1975",40842,"Class B","dn8q7shsu9",80,68.6,61.1,63.2,84.2,34.8,0.25,NA,0,NA,1018.4,"Partly cloudy throughout the day.","Partially cloudy",NA,4.7,55.1,10.7,155
"906","I was traveling along the road when I saw a tall thin hairy bigfoot along a railroad track.  He was off the tracks, he was off to the side. I thought, holy mackerel he is awefully tall.","Along Illinois Route 3 west of Murphysboro.","Jackson County","Illinois","Spring","Report 36306: Motorist has daytime sighting near railroad tracks west of Murphysboro",37.71917,-89.48784,"3/5/2011",36306,"Class A","dn8qedsfn4",59.2,44.4,37.3,39.6,83.4,100,0.03,0.908,100,"['rain']",1018.1,"Cloudy skies throughout the day with a chance of rain throughout the day.","Rain, Overcast",NA,7.8,331.4,21.6,37
"907","I was crossing the railroad tracks when I saw two, one standing and one sitting down. I have seen them in this spot before.","Along Illinois Route 3 west of Murphysboro.","Jackson County","Illinois","Winter","Report 39267: Motorist reports his second sighting near railroad tracks west of Murphysboro",37.71917,-89.48784,"3/6/2012",39267,"Class A","dn8qedsfn4",69.4,54.9,38.7,29.5,38.5,5.3,0.45,0,0,NA,1022.9,"Clear conditions throughout the day.","Clear",NA,10.6,186.2,29.9,24
"908","While driving my work van just as I was coming over the top of the hill (over pass) a tall dark figure passed in the tree line. It was walking too tall for a human. It was maybe 7 to 8 foot range because it was at the mid point of the trees. There isn't a rise there it's flat I checked because I drive this way 5 days a week twice a day. I watched it walk for several seconds until it disappeared into thicker tree growth. Was stopped due to bridge construction (flagman).","I was driving south on hwy 51 what I saw was in the second set of trees just in the tree line. East side of bridge. Left side","Jackson County","Illinois","Fall","Report 50208: Bus driver has afternoon sighting on U.S. 51 north of De Soto",37.85126,-89.23383,"11/2/2015",50208,"Class A","dn8x36tgt4",59.1,53,43.6,50.9,92.6,96.3,0.7,0,0,NA,1016.5,"Cloudy skies throughout the day.","Overcast",NA,4,324.9,5.8,95
"909","My wife, daughter and I were traveling on interstate 64 about 40 miles southeast of St. Louis. It was late at night when I noticed a big figure walking along the tree line. As I was passing it turned and looked at me with big glowing eyes. It turned into the woods to maybe one or to steps and looked back. There's no doubt of what I saw.","Interstate Sighting.","Jefferson County","Illinois","Summer","Report 65795: Motorists' sighting of a possible sasquatch along Interstate 64 outside Mt. Vernon",38.32304,-88.96978,"7/21/2020",65795,"Class B","dnbdp2qpvu",92.1,79.1,71.1,73.4,84.4,28.7,0.04,0.095,100,"['rain']",1015.9,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",8,8.9,204.8,11.7,68
"910","Between Henry County, Illinois and Knox County Illinois at about 10 p.m. on the edge of town. Me and my better half both seen it. I'm scared to be outside at night now. We only live 4 miles from where we saw it.",NA,"Knox County","Illinois","Summer","Report 46439: Motorists have night time sighting near edge of Altona",41.12409,-90.16382,"9/5/2014",46439,"Class A","9zrcuq2tnw",85.9,73.6,61.7,67.1,81,50.5,0.38,0.086,100,"['rain']",1015.5,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,9.7,278.9,18,43
"911","I have been watching your TV program for some time. I wondered if anyone in Illinois had seen something like me.  This was about 20 years ago.  I told my husband and others,  but they laugh. So I never told the story again. Today I came on line and I am blown away that some around Marseilles has seen what I was. I have to think back on that year this was.","I lived at this location at that time.  5A valley with creek. Steep bank on west side of creek.","La Salle County","Illinois","Summer","Report 33859: Woman recalls daylight sighting north of Marseilles",41.42741,-88.71402,"7/11/1987",33859,"Class A","dp2gtm8kjs",92,82.3,74,69.5,66.2,NA,0.52,NA,0,NA,NA,"Partly cloudy throughout the day.","Clear",NA,NA,226.3,12.8,72
"912","Now I work at night and I travel across the River Rd to Marseilles the next town to the west. The night of February 24th at or around 3 am while coming home, at the base of the new bridge to the south of the new intersection while making my turn with my bright lights in my 4x4 GMC Yukon (I mention this because it sets higher than an average car). I came around to the stop sign and across the field at fifty yards at a semi-fast pace a large humanoid subject was observed moving east of myself and another individual who was traveling on Dupont Rd. The other driver stopped and asked me if I had seen a bear running just then and I responded that I didn't think it was a bear. He chuckled made a bigfoot reference and drove off. No name, no idea who he may be. I figured it was time for me to report it to maybe put some validity to the rumors and legends.","Intersection of Dupont Rd (County Highway 36) and Illinois Rt 170 just south of the new bridge at Seneca.","La Salle County","Illinois","Winter","Report 28940: Motorist has night-time sighting near bridge just south of Seneca",41.29663,-88.60814,"2/24/2011",28940,"Class A","dp2fztvd29",36.5,33.5,31.8,27.9,80.2,91.7,0.75,0.033,100,"['rain', 'snow']",1016.9,"Cloudy skies throughout the day with early morning snow or rain.","Snow, Rain, Overcast",NA,6.2,23.7,21.2,172
"913","I work nights, and was riding my motorcycle home (Marseilles, IL) from work. At about 1 am I turned from Illinois Rt 71 south onto Marseilles road. Immediately after the turn there are 2 sharp curves in the road. I down shifted into 2nd gear as I approached the first curve. When down shifting my pipes become quite loud and often pop. As I began the turn in an instant I saw a large figure standing near the edge of the corn along side the road (to my right). Quickly it leaned slightly forward and made a loud higher pitched sound, almost like a scream, or a call. Looking back I would consider that perhaps my pipes scared it. This scream was incredibly loud and echoed, it was so close I honestly hit the throttle and started screaming myself. I came to the second curve, too scared to look in my mirror I took the curve a bit quick and briefly heard the scream again. In all honesty I hit the throttle and didn't look back.","From Yorkville take Illinois Rt 71 west, after you pass Norway go down the hill to Marseilles road (County Highway 15), which you can only turn left (south). It took place at the height of the first curve.","La Salle County","Illinois","Summer","Report 30003: Late night encounter by a motorcyclist outside of Marseilles",41.42396,-88.71103,"7/18/2011",30003,"Class A","dp2gtm4851",87.5,80.9,77.2,72.8,76.9,12.7,0.61,0.229,100,"['rain']",1015.6,"Clear conditions throughout the day with rain in the morning and afternoon.","Rain",NA,6.8,241.7,14.7,176
"914","We were sitting around a campfire in our yard with our 3 dogs, when we heard coyotes howling-- nothing unusual.  We see tracks and hear them frequently.  The coyotes were howling and were then joined by a lower, deeper howl.  We assumed that it might be a wolf joining in the howling, but authorities deny there are wolves in Illinois, too.  We are experienced outdoor people.  We do a lot of hiking and outdoor activities.  We frequently spend time in northern Wisconsin and have seen and heard wolves in the wild.  This scared us so badly that we went back to the house.  So, we didn't see anything, just the vocalizations.","Near Matthiessen State Park.","La Salle County","Illinois","Fall",NA,NA,NA,NA,40476,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111
